Date,close,high,low,open,volume,return,volatility,momentum,SMA_10,EMA_10,RSI_14,BB_High,BB_Low,Log_Returns,Volatility_10,Hurst,GARCH_Vol
2007-02-01,0.08986024360084405,0.08492114163921352,0.09167237282990867,0.09048834488450497,0.047646674953532364,0.0054978697611125504,0.13031385013787944,0.0030497081189505243,0.07655357501946963,0.07826543554986276,0.8276147314815026,0.06949367866760581,0.09000703927810288,0.005482811641664662,0.054641557906031854,0.6842496920869315,0.1565783227290982
2007-02-02,0.08912333457830601,0.08515497354534327,0.0913299298055906,0.09117099502322326,0.057096691466536995,-0.005467808462308099,0.13326919460552322,0.0027893362874120433,0.07713833847905338,0.07870666774554569,0.7601539036762845,0.06952720408210203,0.09114602562605051,-0.00548281164166469,0.057262721093206376,0.6842496920869315,0.1565783227290982
2007-02-05,0.08920226426233557,0.0846872499148543,0.0908294537761909,0.09009446596315543,0.022699659042656802,0.0005888720449991336,0.1334856752685425,0.0026984833203965294,0.07748865781613182,0.0790824191831902,0.7632110802169569,0.06986719387458912,0.09150115469851189,0.0005886987278941703,0.04783140616492433,0.6842496920869315,0.1565783227290982
2007-02-06,0.08930753351182713,0.08512896139731865,0.0914089234411325,0.09019948028086641,0.030964569678573316,0.0007849218734539143,0.12763550057941492,0.00313110543261032,0.07780393925377121,0.07940951542322044,0.7675239659675963,0.07015316087892065,0.09184124012965211,0.000784613983382768,0.04791991253047037,0.6842496920869315,0.1565783227290982
2007-02-07,0.08986024360084405,0.0848691734186296,0.0915143291929442,0.09017327161449068,0.020165485064255907,0.0041179544998675155,0.12767984797585935,0.0031677724315209935,0.07803298936096809,0.07978038035016416,0.7903032223286361,0.0705671653186101,0.09187734746697718,0.004109498930387858,0.044521593866164486,0.6842496920869315,0.1565783227290982
2007-02-08,0.08912333457830601,0.08445341754123556,0.09077679223157287,0.09075089405461206,0.03312784335488199,-0.005467808462308099,0.12869386349546943,0.0031060304433895873,0.07822700902588992,0.07994616803670138,0.715209025845592,0.07072840719216492,0.09210170594293768,-0.00548281164166469,0.04596328265136941,0.6842496920869315,0.1565783227290982
2007-02-09,0.08778118199241028,0.08479124515791064,0.08961788457525713,0.09064591576099593,0.02928197158268391,-0.010013420776666337,0.13537191935887277,0.0022801602870435866,0.07842103780512333,0.07983111179434932,0.5962449119398107,0.07049136847624496,0.09273346167401714,-0.010063892285456457,0.045796822953650174,0.6842496920869315,0.1565783227290982
2007-02-12,0.08783381257113984,0.08338813681259252,0.09006565414203013,0.08951688632869184,0.02180791007956606,0.0003966335181302405,0.13529968351789193,0.0020911592960153906,0.07868243874699041,0.07974680573583004,0.5993377589129077,0.06976320052712082,0.09400274251826643,0.0003965548798494198,0.0438696965645093,0.6842496920869315,0.1565783227290982
2007-02-13,0.08917596515703557,0.08434947541982943,0.09027633016594169,0.08888668093625518,0.0240739521015426,0.010110693319576036,0.134132194472258,0.002888019900167484,0.07888993599301936,0.07992852876474218,0.672998406545209,0.06955909979278047,0.09462783114884302,0.010059922193932608,0.03923728456561702,0.6842496920869315,0.1565783227290982
2007-02-14,0.09041285658547218,0.08572657121568109,0.09204107805137132,0.09082962696156449,0.03515331402222692,0.009224474957535644,0.1346217218285014,0.0029303673214807918,0.07902197502489464,0.08030825022201529,0.7295476210914627,0.06992402020150232,0.09451949941511298,0.009182189331296602,0.03205296707168856,0.6842496920869315,0.1565783227290982
2007-02-15,0.08986024360084405,0.08551876130804181,0.09175138962443397,0.09072465234101534,0.04726923484762491,-0.004083601807234882,0.13664780443555521,0.0026965689512040807,0.07902197502489464,0.0805157088219054,0.6807292514049628,0.06992402020150232,0.09451949941511298,-0.004091962477957477,0.03178943627977518,0.6842496920869315,0.1565783227290982
2007-02-16,0.0899655128503356,0.08520694857530775,0.09206746341732772,0.0910134702462477,0.037703837510165886,0.0007810897622182456,0.13336967236108907,0.0030090483179020097,0.07910820884105846,0.08070511092195479,0.685887460131643,0.07007864754620727,0.09453436048172148,0.0007807848703648648,0.02961543984242355,0.6841289225116024,0.1565783227290982
