Date,close,high,low,open,volume,return,volatility,momentum,SMA_10,EMA_10,RSI_14,BB_High,BB_Low,Log_Returns,Volatility_10,Hurst,GARCH_Vol
2007-02-01,0.02940003919807741,0.03030523272419281,0.030932278251875542,0.03183635786829978,0.6691024697974327,-0.039381952233973005,0.2979475484506633,0.00158908579820334,0.028960730660818924,0.028408035287115163,0.3850966404709899,0.02626289421902433,0.03167746225427293,-0.040178401914136054,0.3371263275417258,0.7121119018182005,0.15823337499581683
2007-02-02,0.0293672831865553,0.02761460220934181,0.030441028297894204,0.028778114801012215,0.2625746884791698,-0.0005187642435153794,0.29798782679552965,0.001564382738988322,0.028850279067445327,0.028172305136765025,0.38288574722065405,0.026274240001582787,0.031437983812978666,-0.0005188988482396461,0.3359994215982442,0.7121119018182005,0.15823337499581683
2007-02-05,0.02748774797298415,0.026718138827634998,0.028906490516928694,0.028109971978703983,0.30249788366550057,-0.029782067292976167,0.2931097716481073,-0.0014496361012314466,0.02866712720785656,0.027627544447623095,0.26888221615397323,0.02667057553256382,0.03063092068282356,-0.030234559826044453,0.3562892551543567,0.7121119018182005,0.15823337499581683
2007-02-06,0.02805396980642593,0.026116241997053445,0.02904780427354233,0.026880932914840346,0.22073427770479492,0.009247443531652078,0.2935941798879592,-0.0013965312938346046,0.028565778880690305,0.027287840408201355,0.3140615335190656,0.02680068274612967,0.030281199105385674,0.009204947709956253,0.3611279798511283,0.7121119018182005,0.15823337499581683
2007-02-07,0.027861296260991812,0.026250710479203965,0.029248529689618323,0.027628820545557146,0.16859208633855394,-0.003117880798151451,0.2928621178191383,-0.0011921554115024158,0.02817671699599438,0.026973827990059568,0.30266383759108406,0.026519643649016635,0.029786228893895157,-0.003122751515332463,0.2775234284774692,0.7121119018182005,0.15823337499581683
2007-02-08,0.027994980821450813,0.02617386530745442,0.028769148062649408,0.026874386181820968,0.1667225842606195,0.0021700756036346913,0.2925284767306204,-0.0012778810595355239,0.027948313375464613,0.026741937445589725,0.3141997130179083,0.026451995630286988,0.02938994778375404,0.002167724390497702,0.26509684509166187,0.7121119018182005,0.15823337499581683
2007-02-09,0.026797015072867553,0.026036834133842432,0.028287133275172432,0.027345085874271362,0.20063821476495677,-0.019404237542812064,0.29687634963149706,-0.002590298463722961,0.027493784005870277,0.0263279231319056,0.2423253317927485,0.026172471418126085,0.028758690261380566,-0.01959497115187762,0.2529644521181036,0.7121119018182005,0.15823337499581683
2007-02-12,0.026325163544999405,0.024719043606774058,0.027431384120208804,0.025910760184234556,0.23949869995338977,-0.007794128019258828,0.28458985393157316,-0.0039596290572746235,0.027036173807413334,0.02590084310490355,0.21655471997479547,0.025889322436251493,0.028125032822234428,-0.007824660990449941,0.2529829974955554,0.7121119018182005,0.15823337499581683
2007-02-13,0.026431332653433608,0.024768997414772516,0.027727200181076432,0.025710711328560933,0.16611098381284975,0.00176749643549301,0.28053463551117086,-0.004378606869482332,0.026564640543451222,0.02557129119739529,0.22707098692071104,0.025262415507331736,0.027836033739318568,0.0017659362518104742,0.25092330233215676,0.7121119018182005,0.15823337499581683
2007-02-14,0.02732653790184489,0.02558221146665253,0.027986041813895225,0.025821854526984725,0.2370826613051079,0.014877023863064887,0.28827446831176506,-0.0036022841004674363,0.026088421563288368,0.025469260042409708,0.312903011249122,0.023639096608372386,0.028619419521849696,0.014767446397834626,0.25171236477798326,0.7121119018182005,0.15823337499581683
2007-02-15,0.026741964051507028,0.02519801355418396,0.028184127899901726,0.026606353040636535,0.16523479026356264,-0.009572368383126029,0.28672080823890483,-0.00339709648894441,0.02581690842900071,0.025276334851319887,0.2749690346761471,0.023111783519666806,0.028633636722861934,-0.009618477989378435,0.1832065470318627,0.7121119018182005,0.15823337499581683
2007-02-16,0.027852112708552174,0.025712834109277445,0.028361082513432403,0.026187949964869832,0.257825025427341,0.01835432465173681,0.29028280355598707,-0.001618167219812582,0.025662139032810553,0.02532633135209629,0.3730049285514929,0.022481512900866543,0.028999755807746795,0.01818791714895648,0.21232460838305106,0.7139972302294203,0.15823337499581683
2007-02-20,0.028135223625273063,0.02604580042048435,0.02871104292083082,0.026929297545616855,0.16632786340425748,0.004596369935762512,0.2904510579531353,-0.00158670417126695,0.025728276419465984,0.025420242205851457,0.396275704717301,0.022638239587778622,0.028965583494528484,0.004585838884876351,0.15488818525285772,0.7116110978253731,0.15823337499581683
2007-02-21,0.028628047449785955,0.02680522850160935,0.02911118665383211,0.027108436057781682,0.2345581828611222,0.007964498768952888,0.2857029043928498,-0.00034112068951914446,0.02578691645470888,0.02558934587982857,0.4364241628261194,0.022842410498026704,0.028864471383985395,0.007932949553711441,0.15337101456805788,0.7184305052580667,0.15823337499581683
